127.0.0.1 - - [11/Jan/2018:13:50:32 +0530] "GET /solution-01-lebens.com/js/bootstrap.min.js HTTP/1.1" 200 36816
127.0.0.1 - - [11/Jan/2018:13:50:32 +0530] "GET /solution-01-lebens.com/js/jquery.parallax.js HTTP/1.1" 200 1827
127.0.0.1 - - [11/Jan/2018:13:50:32 +0530] "GET /solution-01-lebens.com/js/nivo-lightbox.min.js HTTP/1.1" 200 6775
127.0.0.1 - - [11/Jan/2018:13:50:32 +0530] "GET /solution-01-lebens.com/js/smoothscroll.js HTTP/1.1" 200 4474
127.0.0.1 - - [11/Jan/2018:13:50:32 +0530] "GET /solution-01-lebens.com/js/wow.min.js HTTP/1.1" 200 7082
127.0.0.1 - - [11/Jan/2018:13:50:32 +0530] "GET /solution-01-lebens.com/js/custom.js HTTP/1.1" 200 840
127.0.0.1 - - [11/Jan/2018:13:50:38 +0530] "GET /solution-01-lebens.com/images/home-bg.jpg HTTP/1.1" 200 138735
127.0.0.1 - - [11/Jan/2018:13:50:38 +0530] "GET /solution-01-lebens.com/images/footer-bg.jpg HTTP/1.1" 200 213347
127.0.0.1 - - [11/Jan/2018:13:50:38 +0530] "GET /solution-01-lebens.com/fonts/fontawesome-webfont.woff2?v=4.4.0 HTTP/1.1" 200 64464
127.0.0.1 - - [11/Jan/2018:13:50:46 +0530] "GET /favicon.ico HTTP/1.1" 200 21630
127.0.0.1 - - [11/Jan/2018:13:50:48 +0530] "GET /solution-01-lebens.com/oidcsso HTTP/1.1" 302 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/callback?code=aedf3cfa-f287-3965-a6ed-1d0c1d0efe47&session_state=3b024fcdb2af9f73038a8498d2ee11af76449a97fbd743d852fea6a4d72a3bab._uBm8k95Wm5TRE2IrJgRgA HTTP/1.1" 200 12846
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/css/animate.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/css/nivo-lightbox.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/js/jquery.parallax.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/css/nivo_themes/default/default.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/js/jquery.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/css/style.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/js/smoothscroll.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/js/nivo-lightbox.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/js/wow.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/js/custom.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/images/gallery-img1.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/images/gallery-img2.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/images/gallery-img3.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/images/gallery-img5.jpg HTTP/1.1" 304 -
